"ID_pola_ciasto","ID_ciasta","ID_surowca","Ilosc_surowca","Nazwa_Ciasta","Nr_receptury","Data_zatwierdzenia","Wersja","ID_typskladnika"
47009,417,168,15.00,"Lidl Lux Mince Pies - Ciasto kruche - SPODY","649/K018",30.8.2021 00:00:00,2,1
47010,417,36,0.54,"Lidl Lux Mince Pies - Ciasto kruche - SPODY","649/K018",30.8.2021 00:00:00,2,1
47011,417,760,0.01,"Lidl Lux Mince Pies - Ciasto kruche - SPODY","649/K018",30.8.2021 00:00:00,2,1
47012,417,43,9.50,"Lidl Lux Mince Pies - Ciasto kruche - SPODY","649/K018",30.8.2021 00:00:00,2,1
47013,417,29,0.38,"Lidl Lux Mince Pies - Ciasto kruche - SPODY","649/K018",30.8.2021 00:00:00,2,1
47014,417,31,1.00,"Lidl Lux Mince Pies - Ciasto kruche - SPODY","649/K018",30.8.2021 00:00:00,2,1
47015,417,78,36.00,"Lidl Lux Mince Pies - Ciasto kruche - SPODY","649/K018",30.8.2021 00:00:00,3,1
47016,417,22,78.00,"Lidl Lux Mince Pies - Ciasto kruche - SPODY","649/K018",30.8.2021 00:00:00,3,1
47017,417,168,15.00,"Lidl Lux Mince Pies - Ciasto kruche - SPODY","649/K018",30.8.2021 00:00:00,3,1
47018,417,36,0.54,"Lidl Lux Mince Pies - Ciasto kruche - SPODY","649/K018",30.8.2021 00:00:00,3,1
47019,417,760,0.01,"Lidl Lux Mince Pies - Ciasto kruche - SPODY","649/K018",30.8.2021 00:00:00,3,1
47020,417,43,9.50,"Lidl Lux Mince Pies - Ciasto kruche - SPODY","649/K018",30.8.2021 00:00:00,3,1
47021,417,29,0.38,"Lidl Lux Mince Pies - Ciasto kruche - SPODY","649/K018",30.8.2021 00:00:00,3,1
47022,417,31,1.00,"Lidl Lux Mince Pies - Ciasto kruche - SPODY","649/K018",30.8.2021 00:00:00,3,1
47023,392,8,36.60,"Biszkopt czekoladowy (taśma) Cubes & Korpusy- Brexit","B392",29.4.2020 00:00:00,1,1
47024,392,19,18.50,"Biszkopt czekoladowy (taśma) Cubes & Korpusy- Brexit","B392",29.4.2020 00:00:00,1,1
47025,392,43,24.00,"Biszkopt czekoladowy (taśma) Cubes & Korpusy- Brexit","B392",29.4.2020 00:00:00,1,1
47026,392,12,5.00,"Biszkopt czekoladowy (taśma) Cubes & Korpusy- Brexit","B392",29.4.2020 00:00:00,1,1
47027,392,38,4.70,"Biszkopt czekoladowy (taśma) Cubes & Korpusy- Brexit","B392",29.4.2020 00:00:00,1,1
47028,392,31,2.00,"Biszkopt czekoladowy (taśma) Cubes & Korpusy- Brexit","B392",29.4.2020 00:00:00,1,1
47029,392,29,1.80,"Biszkopt czekoladowy (taśma) Cubes & Korpusy- Brexit","B392",29.4.2020 00:00:00,1,1
47030,392,11,1.60,"Biszkopt czekoladowy (taśma) Cubes & Korpusy- Brexit","B392",29.4.2020 00:00:00,1,1
47031,392,243,2.60,"Biszkopt czekoladowy (taśma) Cubes & Korpusy- Brexit","B392",29.4.2020 00:00:00,1,1
47032,392,34,0.15,"Biszkopt czekoladowy (taśma) Cubes & Korpusy- Brexit","B392",29.4.2020 00:00:00,1,1
47033,392,48,7.00,"Biszkopt czekoladowy (taśma) Cubes & Korpusy- Brexit","B392",29.4.2020 00:00:00,1,1
47034,392,128,2.00,"Biszkopt czekoladowy (taśma) Cubes & Korpusy- Brexit","B392",29.4.2020 00:00:00,1,1
47035,392,36,0.20,"Biszkopt czekoladowy (taśma) Cubes & Korpusy- Brexit","B392",29.4.2020 00:00:00,1,1
47036,392,23,46.00,"Biszkopt czekoladowy (taśma) Cubes & Korpusy- Brexit","B392",29.4.2020 00:00:00,1,1
47037,392,8,36.60,"Biszkopt czekoladowy (taśma) Cubes & Korpusy- Brexit","B392",29.4.2020 00:00:00,2,1
47038,392,19,18.50,"Biszkopt czekoladowy (taśma) Cubes & Korpusy- Brexit","B392",29.4.2020 00:00:00,2,1
47039,392,43,24.00,"Biszkopt czekoladowy (taśma) Cubes & Korpusy- Brexit","B392",29.4.2020 00:00:00,2,1
47040,392,12,5.00,"Biszkopt czekoladowy (taśma) Cubes & Korpusy- Brexit","B392",29.4.2020 00:00:00,2,1
47041,392,38,4.70,"Biszkopt czekoladowy (taśma) Cubes & Korpusy- Brexit","B392",29.4.2020 00:00:00,2,1
47042,392,31,2.00,"Biszkopt czekoladowy (taśma) Cubes & Korpusy- Brexit","B392",29.4.2020 00:00:00,2,1
47043,392,29,1.80,"Biszkopt czekoladowy (taśma) Cubes & Korpusy- Brexit","B392",29.4.2020 00:00:00,2,1
47044,392,11,1.60,"Biszkopt czekoladowy (taśma) Cubes & Korpusy- Brexit","B392",29.4.2020 00:00:00,2,1
47045,392,243,2.60,"Biszkopt czekoladowy (taśma) Cubes & Korpusy- Brexit","B392",29.4.2020 00:00:00,2,1
47046,392,34,0.15,"Biszkopt czekoladowy (taśma) Cubes & Korpusy- Brexit","B392",29.4.2020 00:00:00,2,1
47047,392,48,7.00,"Biszkopt czekoladowy (taśma) Cubes & Korpusy- Brexit","B392",29.4.2020 00:00:00,2,1
47048,392,128,2.00,"Biszkopt czekoladowy (taśma) Cubes & Korpusy- Brexit","B392",29.4.2020 00:00:00,2,1
47049,392,36,0.20,"Biszkopt czekoladowy (taśma) Cubes & Korpusy- Brexit","B392",29.4.2020 00:00:00,2,1
47050,392,23,46.00,"Biszkopt czekoladowy (taśma) Cubes & Korpusy- Brexit","B392",29.4.2020 00:00:00,2,1
47051,392,8,36.60,"Biszkopt czekoladowy (taśma) Cubes & Korpusy- Brexit","B392",29.4.2020 00:00:00,3,1
47052,392,19,18.50,"Biszkopt czekoladowy (taśma) Cubes & Korpusy- Brexit","B392",29.4.2020 00:00:00,3,1
47053,392,43,24.00,"Biszkopt czekoladowy (taśma) Cubes & Korpusy- Brexit","B392",29.4.2020 00:00:00,3,1
47054,392,12,5.00,"Biszkopt czekoladowy (taśma) Cubes & Korpusy- Brexit","B392",29.4.2020 00:00:00,3,1
47055,392,38,4.70,"Biszkopt czekoladowy (taśma) Cubes & Korpusy- Brexit","B392",29.4.2020 00:00:00,3,1
47056,392,31,2.00,"Biszkopt czekoladowy (taśma) Cubes & Korpusy- Brexit","B392",29.4.2020 00:00:00,3,1
47057,392,29,1.80,"Biszkopt czekoladowy (taśma) Cubes & Korpusy- Brexit","B392",29.4.2020 00:00:00,3,1
47058,392,11,1.60,"Biszkopt czekoladowy (taśma) Cubes & Korpusy- Brexit","B392",29.4.2020 00:00:00,3,1
47059,392,242,2.60,"Biszkopt czekoladowy (taśma) Cubes & Korpusy- Brexit","B392",29.4.2020 00:00:00,3,1
47060,392,34,0.15,"Biszkopt czekoladowy (taśma) Cubes & Korpusy- Brexit","B392",29.4.2020 00:00:00,3,1
47061,392,48,7.00,"Biszkopt czekoladowy (taśma) Cubes & Korpusy- Brexit","B392",29.4.2020 00:00:00,3,1
47062,392,128,2.00,"Biszkopt czekoladowy (taśma) Cubes & Korpusy- Brexit","B392",29.4.2020 00:00:00,3,1
47063,392,36,0.20,"Biszkopt czekoladowy (taśma) Cubes & Korpusy- Brexit","B392",29.4.2020 00:00:00,3,1
47064,392,23,46.00,"Biszkopt czekoladowy (taśma) Cubes & Korpusy- Brexit","B392",29.4.2020 00:00:00,3,1
47065,398,8,37.00,"Biszkopt Czekoladowy UTZ ALDI","B535",27.5.2020 00:00:00,1,1
47066,398,19,19.00,"Biszkopt Czekoladowy UTZ ALDI","B535",27.5.2020 00:00:00,1,1
47067,398,43,24.00,"Biszkopt Czekoladowy UTZ ALDI","B535",27.5.2020 00:00:00,1,1
47068,398,12,3.00,"Biszkopt Czekoladowy UTZ ALDI","B535",27.5.2020 00:00:00,1,1
47069,398,38,4.70,"Biszkopt Czekoladowy UTZ ALDI","B535",27.5.2020 00:00:00,1,1
47070,398,31,2.00,"Biszkopt Czekoladowy UTZ ALDI","B535",27.5.2020 00:00:00,1,1
47071,398,29,2.00,"Biszkopt Czekoladowy UTZ ALDI","B535",27.5.2020 00:00:00,1,1
47072,398,555,2.50,"Biszkopt Czekoladowy UTZ ALDI","B535",27.5.2020 00:00:00,1,1
47073,398,243,2.60,"Biszkopt Czekoladowy UTZ ALDI","B535",27.5.2020 00:00:00,1,1
47074,398,34,0.15,"Biszkopt Czekoladowy UTZ ALDI","B535",27.5.2020 00:00:00,1,1
47075,398,530,6.00,"Biszkopt Czekoladowy UTZ ALDI","B535",27.5.2020 00:00:00,1,1
47076,398,128,2.00,"Biszkopt Czekoladowy UTZ ALDI","B535",27.5.2020 00:00:00,1,1
47077,398,23,44.00,"Biszkopt Czekoladowy UTZ ALDI","B535",27.5.2020 00:00:00,1,1
47078,398,8,37.00,"Biszkopt Czekoladowy UTZ ALDI","B535",27.5.2020 00:00:00,2,1
47079,398,19,19.00,"Biszkopt Czekoladowy UTZ ALDI","B535",27.5.2020 00:00:00,2,1
47080,398,43,24.00,"Biszkopt Czekoladowy UTZ ALDI","B535",27.5.2020 00:00:00,2,1
47081,398,12,3.00,"Biszkopt Czekoladowy UTZ ALDI","B535",27.5.2020 00:00:00,2,1
47082,398,38,4.70,"Biszkopt Czekoladowy UTZ ALDI","B535",27.5.2020 00:00:00,2,1
47083,398,31,2.00,"Biszkopt Czekoladowy UTZ ALDI","B535",27.5.2020 00:00:00,2,1
47084,398,29,2.00,"Biszkopt Czekoladowy UTZ ALDI","B535",27.5.2020 00:00:00,2,1
47085,398,799,2.50,"Biszkopt Czekoladowy UTZ ALDI","B535",27.5.2020 00:00:00,2,1
47086,398,242,2.60,"Biszkopt Czekoladowy UTZ ALDI","B535",27.5.2020 00:00:00,2,1
47087,398,34,0.15,"Biszkopt Czekoladowy UTZ ALDI","B535",27.5.2020 00:00:00,2,1
47088,398,530,6.00,"Biszkopt Czekoladowy UTZ ALDI","B535",27.5.2020 00:00:00,2,1
47089,398,128,2.00,"Biszkopt Czekoladowy UTZ ALDI","B535",27.5.2020 00:00:00,2,1
47090,398,23,44.00,"Biszkopt Czekoladowy UTZ ALDI","B535",27.5.2020 00:00:00,2,1
47091,398,8,37.00,"Biszkopt Czekoladowy UTZ ALDI","B535",27.5.2020 00:00:00,3,1
47092,398,19,19.00,"Biszkopt Czekoladowy UTZ ALDI","B535",27.5.2020 00:00:00,3,1
47093,398,43,24.00,"Biszkopt Czekoladowy UTZ ALDI","B535",27.5.2020 00:00:00,3,1
47094,398,12,3.00,"Biszkopt Czekoladowy UTZ ALDI","B535",27.5.2020 00:00:00,3,1
47095,398,38,4.70,"Biszkopt Czekoladowy UTZ ALDI","B535",27.5.2020 00:00:00,3,1
47096,398,31,2.00,"Biszkopt Czekoladowy UTZ ALDI","B535",27.5.2020 00:00:00,3,1
47097,398,29,2.00,"Biszkopt Czekoladowy UTZ ALDI","B535",27.5.2020 00:00:00,3,1
47098,398,799,2.50,"Biszkopt Czekoladowy UTZ ALDI","B535",27.5.2020 00:00:00,3,1
47099,398,242,2.60,"Biszkopt Czekoladowy UTZ ALDI","B535",27.5.2020 00:00:00,3,1
47100,398,34,0.15,"Biszkopt Czekoladowy UTZ ALDI","B535",27.5.2020 00:00:00,3,1
47101,398,530,6.00,"Biszkopt Czekoladowy UTZ ALDI","B535",27.5.2020 00:00:00,3,1
47102,398,128,2.00,"Biszkopt Czekoladowy UTZ ALDI","B535",27.5.2020 00:00:00,3,1
47103,398,23,44.00,"Biszkopt Czekoladowy UTZ ALDI","B535",27.5.2020 00:00:00,3,1
47104,385,43,15.00,"Biszkopt Jasny Celebration - Top Flicht + Enzym","B566",2.3.2020 00:00:00,1,1
47105,385,34,0.16,"Biszkopt Jasny Celebration - Top Flicht + Enzym","B566",2.3.2020 00:00:00,1,1
47106,385,36,0.19,"Biszkopt Jasny Celebration - Top Flicht + Enzym","B566",2.3.2020 00:00:00,1,1
47107,385,593,49.00,"Biszkopt Jasny Celebration - Top Flicht + Enzym","B566",2.3.2020 00:00:00,1,1
47108,385,29,2.00,"Biszkopt Jasny Celebration - Top Flicht + Enzym","B566",2.3.2020 00:00:00,1,1
47109,385,25,1.70,"Biszkopt Jasny Celebration - Top Flicht + Enzym","B566",2.3.2020 00:00:00,1,1
47110,385,156,0.15,"Biszkopt Jasny Celebration - Top Flicht + Enzym","B566",2.3.2020 00:00:00,1,1
47111,385,626,0.06,"Biszkopt Jasny Celebration - Top Flicht + Enzym","B566",2.3.2020 00:00:00,1,1
47112,385,383,23.00,"Biszkopt Jasny Celebration - Top Flicht + Enzym","B566",2.3.2020 00:00:00,1,1
47113,385,8,43.00,"Biszkopt Jasny Celebration - Top Flicht + Enzym","B566",2.3.2020 00:00:00,1,1
47114,385,143,6.50,"Biszkopt Jasny Celebration - Top Flicht + Enzym","B566",2.3.2020 00:00:00,1,1
47115,385,19,34.00,"Biszkopt Jasny Celebration - Top Flicht + Enzym","B566",2.3.2020 00:00:00,1,1
47116,385,12,8.70,"Biszkopt Jasny Celebration - Top Flicht + Enzym","B566",2.3.2020 00:00:00,1,1
47117,385,278,1.70,"Biszkopt Jasny Celebration - Top Flicht + Enzym","B566",2.3.2020 00:00:00,1,1
47118,385,11,2.60,"Biszkopt Jasny Celebration - Top Flicht + Enzym","B566",2.3.2020 00:00:00,1,1
47119,385,43,15.00,"Biszkopt Jasny Celebration - Top Flicht + Enzym","B566",2.3.2020 00:00:00,2,1
47120,385,34,0.16,"Biszkopt Jasny Celebration - Top Flicht + Enzym","B566",2.3.2020 00:00:00,2,1
47121,385,36,0.19,"Biszkopt Jasny Celebration - Top Flicht + Enzym","B566",2.3.2020 00:00:00,2,1
47122,385,593,49.00,"Biszkopt Jasny Celebration - Top Flicht + Enzym","B566",2.3.2020 00:00:00,2,1
47123,385,29,2.00,"Biszkopt Jasny Celebration - Top Flicht + Enzym","B566",2.3.2020 00:00:00,2,1
47124,385,25,1.70,"Biszkopt Jasny Celebration - Top Flicht + Enzym","B566",2.3.2020 00:00:00,2,1
47125,385,156,0.15,"Biszkopt Jasny Celebration - Top Flicht + Enzym","B566",2.3.2020 00:00:00,2,1
47126,385,626,0.06,"Biszkopt Jasny Celebration - Top Flicht + Enzym","B566",2.3.2020 00:00:00,2,1
47127,385,761,23.00,"Biszkopt Jasny Celebration - Top Flicht + Enzym","B566",2.3.2020 00:00:00,2,1
47128,385,8,43.00,"Biszkopt Jasny Celebration - Top Flicht + Enzym","B566",2.3.2020 00:00:00,2,1
47129,385,143,6.50,"Biszkopt Jasny Celebration - Top Flicht + Enzym","B566",2.3.2020 00:00:00,2,1
47130,385,19,34.00,"Biszkopt Jasny Celebration - Top Flicht + Enzym","B566",2.3.2020 00:00:00,2,1
47131,385,12,8.70,"Biszkopt Jasny Celebration - Top Flicht + Enzym","B566",2.3.2020 00:00:00,2,1
47132,385,278,1.70,"Biszkopt Jasny Celebration - Top Flicht + Enzym","B566",2.3.2020 00:00:00,2,1
47133,385,11,2.60,"Biszkopt Jasny Celebration - Top Flicht + Enzym","B566",2.3.2020 00:00:00,2,1
47134,385,43,15.00,"Biszkopt Jasny Celebration - Brexit","B566",2.3.2020 00:00:00,3,1
47135,385,34,0.16,"Biszkopt Jasny Celebration - Brexit","B566",2.3.2020 00:00:00,3,1
47136,385,36,0.19,"Biszkopt Jasny Celebration - Brexit","B566",2.3.2020 00:00:00,3,1
47137,385,593,49.00,"Biszkopt Jasny Celebration - Brexit","B566",2.3.2020 00:00:00,3,1
47138,385,29,2.00,"Biszkopt Jasny Celebration - Brexit","B566",2.3.2020 00:00:00,3,1
47139,385,25,1.70,"Biszkopt Jasny Celebration - Brexit","B566",2.3.2020 00:00:00,3,1
47140,385,156,0.15,"Biszkopt Jasny Celebration - Brexit","B566",2.3.2020 00:00:00,3,1
47141,385,626,0.06,"Biszkopt Jasny Celebration - Brexit","B566",2.3.2020 00:00:00,3,1
47142,385,761,23.00,"Biszkopt Jasny Celebration - Brexit","B566",2.3.2020 00:00:00,3,1
47143,385,8,43.00,"Biszkopt Jasny Celebration - Brexit","B566",2.3.2020 00:00:00,3,1
47144,385,143,6.50,"Biszkopt Jasny Celebration - Brexit","B566",2.3.2020 00:00:00,3,1
47145,385,19,34.00,"Biszkopt Jasny Celebration - Brexit","B566",2.3.2020 00:00:00,3,1
47146,385,12,8.70,"Biszkopt Jasny Celebration - Brexit","B566",2.3.2020 00:00:00,3,1
47147,385,278,1.70,"Biszkopt Jasny Celebration - Brexit","B566",2.3.2020 00:00:00,3,1
47148,385,11,2.60,"Biszkopt Jasny Celebration - Brexit","B566",2.3.2020 00:00:00,3,1
47149,385,43,15.00,"Biszkopt Jasny Celebration - Brexit","B566",2.3.2020 00:00:00,4,1
47150,385,34,0.16,"Biszkopt Jasny Celebration - Brexit","B566",2.3.2020 00:00:00,4,1
47151,385,36,0.19,"Biszkopt Jasny Celebration - Brexit","B566",2.3.2020 00:00:00,4,1
47152,385,593,49.00,"Biszkopt Jasny Celebration - Brexit","B566",2.3.2020 00:00:00,4,1
47153,385,29,2.00,"Biszkopt Jasny Celebration - Brexit","B566",2.3.2020 00:00:00,4,1
47154,385,25,1.70,"Biszkopt Jasny Celebration - Brexit","B566",2.3.2020 00:00:00,4,1
47155,385,156,0.15,"Biszkopt Jasny Celebration - Brexit","B566",2.3.2020 00:00:00,4,1
47156,385,626,0.06,"Biszkopt Jasny Celebration - Brexit","B566",2.3.2020 00:00:00,4,1
47157,385,761,23.00,"Biszkopt Jasny Celebration - Brexit","B566",2.3.2020 00:00:00,4,1
47158,385,8,43.00,"Biszkopt Jasny Celebration - Brexit","B566",2.3.2020 00:00:00,4,1
47159,385,143,6.50,"Biszkopt Jasny Celebration - Brexit","B566",2.3.2020 00:00:00,4,1
47160,385,19,34.00,"Biszkopt Jasny Celebration - Brexit","B566",2.3.2020 00:00:00,4,1
47161,385,12,8.70,"Biszkopt Jasny Celebration - Brexit","B566",2.3.2020 00:00:00,4,1
47162,385,278,1.70,"Biszkopt Jasny Celebration - Brexit","B566",2.3.2020 00:00:00,4,1
47163,385,11,2.60,"Biszkopt Jasny Celebration - Brexit","B566",2.3.2020 00:00:00,4,1
47164,385,43,15.00,"Biszkopt Jasny Celebration - Brexit","B566",2.3.2020 00:00:00,5,1
47165,385,34,0.16,"Biszkopt Jasny Celebration - Brexit","B566",2.3.2020 00:00:00,5,1
47166,385,36,0.19,"Biszkopt Jasny Celebration - Brexit","B566",2.3.2020 00:00:00,5,1
47167,385,593,49.00,"Biszkopt Jasny Celebration - Brexit","B566",2.3.2020 00:00:00,5,1
47168,385,29,2.00,"Biszkopt Jasny Celebration - Brexit","B566",2.3.2020 00:00:00,5,1
47169,385,25,1.70,"Biszkopt Jasny Celebration - Brexit","B566",2.3.2020 00:00:00,5,1
47170,385,156,0.15,"Biszkopt Jasny Celebration - Brexit","B566",2.3.2020 00:00:00,5,1
47171,385,626,0.06,"Biszkopt Jasny Celebration - Brexit","B566",2.3.2020 00:00:00,5,1
47172,385,761,23.00,"Biszkopt Jasny Celebration - Brexit","B566",2.3.2020 00:00:00,5,1
47173,385,8,43.00,"Biszkopt Jasny Celebration - Brexit","B566",2.3.2020 00:00:00,5,1
47174,385,143,6.50,"Biszkopt Jasny Celebration - Brexit","B566",2.3.2020 00:00:00,5,1
47175,385,19,34.00,"Biszkopt Jasny Celebration - Brexit","B566",2.3.2020 00:00:00,5,1
47176,385,12,8.70,"Biszkopt Jasny Celebration - Brexit","B566",2.3.2020 00:00:00,5,1
47177,385,278,1.70,"Biszkopt Jasny Celebration - Brexit","B566",2.3.2020 00:00:00,5,1
47178,385,11,2.60,"Biszkopt Jasny Celebration - Brexit","B566",2.3.2020 00:00:00,5,1
47179,385,43,15.00,"Biszkopt Jasny Celebration - Brexit","B566",2.3.2020 00:00:00,6,1
47180,385,34,0.16,"Biszkopt Jasny Celebration - Brexit","B566",2.3.2020 00:00:00,6,1
47181,385,36,0.19,"Biszkopt Jasny Celebration - Brexit","B566",2.3.2020 00:00:00,6,1
47182,385,593,49.00,"Biszkopt Jasny Celebration - Brexit","B566",2.3.2020 00:00:00,6,1
47183,385,29,2.00,"Biszkopt Jasny Celebration - Brexit","B566",2.3.2020 00:00:00,6,1
47184,385,25,1.70,"Biszkopt Jasny Celebration - Brexit","B566",2.3.2020 00:00:00,6,1
47185,385,156,0.15,"Biszkopt Jasny Celebration - Brexit","B566",2.3.2020 00:00:00,6,1
47186,385,626,0.06,"Biszkopt Jasny Celebration - Brexit","B566",2.3.2020 00:00:00,6,1
47187,385,761,23.00,"Biszkopt Jasny Celebration - Brexit","B566",2.3.2020 00:00:00,6,1
47188,385,8,43.00,"Biszkopt Jasny Celebration - Brexit","B566",2.3.2020 00:00:00,6,1
47189,385,143,6.50,"Biszkopt Jasny Celebration - Brexit","B566",2.3.2020 00:00:00,6,1
47190,385,19,34.00,"Biszkopt Jasny Celebration - Brexit","B566",2.3.2020 00:00:00,6,1
47191,385,12,8.70,"Biszkopt Jasny Celebration - Brexit","B566",2.3.2020 00:00:00,6,1
47192,385,278,1.70,"Biszkopt Jasny Celebration - Brexit","B566",2.3.2020 00:00:00,6,1
47193,385,11,2.60,"Biszkopt Jasny Celebration - Brexit","B566",2.3.2020 00:00:00,6,1
47194,385,43,15.00,"Biszkopt Jasny Celebration - Brexit","B566",2.3.2020 00:00:00,7,1
47195,385,34,0.16,"Biszkopt Jasny Celebration - Brexit","B566",2.3.2020 00:00:00,7,1
47196,385,36,0.19,"Biszkopt Jasny Celebration - Brexit","B566",2.3.2020 00:00:00,7,1
47197,385,593,49.00,"Biszkopt Jasny Celebration - Brexit","B566",2.3.2020 00:00:00,7,1
47198,385,29,2.00,"Biszkopt Jasny Celebration - Brexit","B566",2.3.2020 00:00:00,7,1
47199,385,25,1.70,"Biszkopt Jasny Celebration - Brexit","B566",2.3.2020 00:00:00,7,1
47200,385,156,0.15,"Biszkopt Jasny Celebration - Brexit","B566",2.3.2020 00:00:00,7,1
47201,385,626,0.06,"Biszkopt Jasny Celebration - Brexit","B566",2.3.2020 00:00:00,7,1
47202,385,761,23.00,"Biszkopt Jasny Celebration - Brexit","B566",2.3.2020 00:00:00,7,1
47203,385,8,43.00,"Biszkopt Jasny Celebration - Brexit","B566",2.3.2020 00:00:00,7,1
47204,385,143,6.50,"Biszkopt Jasny Celebration - Brexit","B566",2.3.2020 00:00:00,7,1
47205,385,19,34.00,"Biszkopt Jasny Celebration - Brexit","B566",2.3.2020 00:00:00,7,1
47206,385,12,8.70,"Biszkopt Jasny Celebration - Brexit","B566",2.3.2020 00:00:00,7,1
47207,385,278,1.70,"Biszkopt Jasny Celebration - Brexit","B566",2.3.2020 00:00:00,7,1
47208,385,11,2.60,"Biszkopt Jasny Celebration - Brexit","B566",2.3.2020 00:00:00,7,1
47209,385,43,15.00,"Biszkopt Jasny Celebration - Brexit","B566",2.3.2020 00:00:00,8,1
47210,385,34,0.16,"Biszkopt Jasny Celebration - Brexit","B566",2.3.2020 00:00:00,8,1
47211,385,36,0.19,"Biszkopt Jasny Celebration - Brexit","B566",2.3.2020 00:00:00,8,1
47212,385,310,49.00,"Biszkopt Jasny Celebration - Brexit","B566",2.3.2020 00:00:00,8,1
47213,385,29,2.00,"Biszkopt Jasny Celebration - Brexit","B566",2.3.2020 00:00:00,8,1
47214,385,25,1.70,"Biszkopt Jasny Celebration - Brexit","B566",2.3.2020 00:00:00,8,1
47215,385,156,0.15,"Biszkopt Jasny Celebration - Brexit","B566",2.3.2020 00:00:00,8,1
47216,385,626,0.06,"Biszkopt Jasny Celebration - Brexit","B566",2.3.2020 00:00:00,8,1
47217,385,761,23.00,"Biszkopt Jasny Celebration - Brexit","B566",2.3.2020 00:00:00,8,1
47218,385,8,43.00,"Biszkopt Jasny Celebration - Brexit","B566",2.3.2020 00:00:00,8,1
47219,385,143,6.50,"Biszkopt Jasny Celebration - Brexit","B566",2.3.2020 00:00:00,8,1
47220,385,19,34.00,"Biszkopt Jasny Celebration - Brexit","B566",2.3.2020 00:00:00,8,1
47221,385,12,8.70,"Biszkopt Jasny Celebration - Brexit","B566",2.3.2020 00:00:00,8,1
47222,385,278,1.70,"Biszkopt Jasny Celebration - Brexit","B566",2.3.2020 00:00:00,8,1
47223,385,11,2.60,"Biszkopt Jasny Celebration - Brexit","B566",2.3.2020 00:00:00,8,1
47224,385,43,15.00,"Biszkopt Jasny Celebration - Brexit","B566",2.3.2020 00:00:00,9,1
47225,385,34,0.16,"Biszkopt Jasny Celebration - Brexit","B566",2.3.2020 00:00:00,9,1
47226,385,36,0.19,"Biszkopt Jasny Celebration - Brexit","B566",2.3.2020 00:00:00,9,1
47227,385,593,49.00,"Biszkopt Jasny Celebration - Brexit","B566",2.3.2020 00:00:00,9,1
47228,385,29,2.00,"Biszkopt Jasny Celebration - Brexit","B566",2.3.2020 00:00:00,9,1
47229,385,25,1.70,"Biszkopt Jasny Celebration - Brexit","B566",2.3.2020 00:00:00,9,1
47230,385,156,0.15,"Biszkopt Jasny Celebration - Brexit","B566",2.3.2020 00:00:00,9,1
47231,385,626,0.06,"Biszkopt Jasny Celebration - Brexit","B566",2.3.2020 00:00:00,9,1
47232,385,761,23.00,"Biszkopt Jasny Celebration - Brexit","B566",2.3.2020 00:00:00,9,1
47233,385,8,43.00,"Biszkopt Jasny Celebration - Brexit","B566",2.3.2020 00:00:00,9,1
47234,385,143,6.50,"Biszkopt Jasny Celebration - Brexit","B566",2.3.2020 00:00:00,9,1
47235,385,19,34.00,"Biszkopt Jasny Celebration - Brexit","B566",2.3.2020 00:00:00,9,1
47236,385,12,8.70,"Biszkopt Jasny Celebration - Brexit","B566",2.3.2020 00:00:00,9,1
47237,385,278,1.70,"Biszkopt Jasny Celebration - Brexit","B566",2.3.2020 00:00:00,9,1
47238,385,11,2.60,"Biszkopt Jasny Celebration - Brexit","B566",2.3.2020 00:00:00,9,1
47239,385,43,15.00,"Biszkopt Jasny Celebration - Brexit","B566",2.3.2020 00:00:00,10,1
47240,385,34,0.16,"Biszkopt Jasny Celebration - Brexit","B566",2.3.2020 00:00:00,10,1
47241,385,36,0.19,"Biszkopt Jasny Celebration - Brexit","B566",2.3.2020 00:00:00,10,1
47242,385,310,49.00,"Biszkopt Jasny Celebration - Brexit","B566",2.3.2020 00:00:00,10,1
47243,385,29,2.00,"Biszkopt Jasny Celebration - Brexit","B566",2.3.2020 00:00:00,10,1
47244,385,25,1.70,"Biszkopt Jasny Celebration - Brexit","B566",2.3.2020 00:00:00,10,1
47245,385,156,0.15,"Biszkopt Jasny Celebration - Brexit","B566",2.3.2020 00:00:00,10,1
47246,385,626,0.06,"Biszkopt Jasny Celebration - Brexit","B566",2.3.2020 00:00:00,10,1
47247,385,761,23.00,"Biszkopt Jasny Celebration - Brexit","B566",2.3.2020 00:00:00,10,1
47248,385,8,43.00,"Biszkopt Jasny Celebration - Brexit","B566",2.3.2020 00:00:00,10,1
47249,385,143,6.50,"Biszkopt Jasny Celebration - Brexit","B566",2.3.2020 00:00:00,10,1
47250,385,19,34.00,"Biszkopt Jasny Celebration - Brexit","B566",2.3.2020 00:00:00,10,1
47251,385,12,8.70,"Biszkopt Jasny Celebration - Brexit","B566",2.3.2020 00:00:00,10,1
47252,385,278,1.70,"Biszkopt Jasny Celebration - Brexit","B566",2.3.2020 00:00:00,10,1
47253,385,11,2.60,"Biszkopt Jasny Celebration - Brexit","B566",2.3.2020 00:00:00,10,1
47254,385,43,15.00,"Biszkopt Jasny Celebration - Brexit","B566",5.5.2023 00:00:00,11,1
47255,385,34,0.16,"Biszkopt Jasny Celebration - Brexit","B566",5.5.2023 00:00:00,11,1
47256,385,36,0.19,"Biszkopt Jasny Celebration - Brexit","B566",5.5.2023 00:00:00,11,1
